,GDP,PRFI,PNFI,TCU,PCDG,H-GFI,H-GDP,Investment share,Housing share,Durables,Year
1996-06-30,8032.84,361.399,1026.468,0.838605,676.332,0.35208014278087574,0.044990190268945976,0.12778394689798378,0.044990190268945976,0.08419587592931017,1996
1996-09-30,8131.408,364.315,1058.965,0.83649,679.382,0.3440293116391949,0.044803433796459353,0.13023144331215453,0.044803433796459353,0.08355035191937238,1996
1996-12-31,8259.771,361.806,1083.597,0.8367230000000001,689.6410000000001,0.33389350468855117,0.04380339358076634,0.13118971458167544,0.04380339358076634,0.08349396127326049,1996
1997-03-31,8362.655,365.35900000000004,1107.299,0.841096,705.591,0.3299551431004634,0.04368935463677504,0.13240998223650263,0.04368935463677504,0.08437404149758658,1997
1997-06-30,8518.825,372.277,1129.567,0.836892,696.587,0.32957496102488826,0.04370051034033449,0.13259657288417123,0.04370051034033449,0.0817703145680302,1997
1997-09-30,8662.823,378.952,1178.364,0.844657,722.779,0.32159163042998595,0.04374463151330692,0.1360254041898351,0.04374463151330692,0.0834345801593776,1997
1997-12-31,8765.907,385.754,1181.123,0.8457380000000001,737.1610000000001,0.32659934655408457,0.04400617072483202,0.1347405351208951,0.04400617072483202,0.08409409317256047,1997
1998-03-31,8866.48,394.846,1212.378,0.835325,737.702,0.3256789549134016,0.04453244128447817,0.13673723958098366,0.04453244128447817,0.08320122528895346,1998
1998-06-30,8969.699,411.33,1247.103,0.82297,769.238,0.3298284103237663,0.04585772610652821,0.13903510028597393,0.04585772610652821,0.08575962248008545,1998
1998-09-30,9121.097,427.55,1261.652,0.821898,785.044,0.3388810860681075,0.046874844111404586,0.1383223969660667,0.046874844111404586,0.08606903314371067,1998
1998-12-31,9293.991,441.50300000000004,1295.444,0.819189,825.189,0.340812107663473,0.04750413466077168,0.139385114532605,0.04750413466077168,0.08878736809622476,1998
1999-03-31,9417.264000000001,447.36300000000006,1322.305,0.81801,819.948,0.3383205841314977,0.04750456183452009,0.14041286301414083,0.04750456183452009,0.08706860081654288,1999
1999-06-30,9524.152,459.27,1353.96,0.814872,854.805,0.3392049986705663,0.04822161595069041,0.14216068790166306,0.04822161595069041,0.08975129754334034,1999
1999-09-30,9681.856,466.625,1386.594,0.810995,871.191,0.33652604872082237,0.04819582113181605,0.14321572227473742,0.04819582113181605,0.08998181753581132,1999
1999-12-31,9899.378,473.806,1395.049,0.8232250000000001,876.329,0.3396339483415995,0.04786219901896866,0.14092289434750344,0.04786219901896866,0.08852364259653485,1999
2000-03-31,10002.857,484.24300000000005,1450.25,0.820292,920.875,0.33390312015169804,0.04841046912896986,0.14498357819171062,0.04841046912896986,0.09206119811569835,2000
2000-06-30,10247.679,486.61300000000006,1498.729,0.8201189999999999,901.931,0.3246837820579972,0.04748519152483212,0.14625058025334323,0.04748519152483212,0.08801319791535235,2000
2000-09-30,10319.825,483.08,1519.6570000000002,0.8116970000000001,911.658,0.31788752330295583,0.04681087130837974,0.14725608234635762,0.04681087130837974,0.0883404515095944,2000
2000-12-31,10439.025,487.792,1525.0910000000001,0.7996089999999999,915.823,0.3198445207531878,0.0467277355883332,0.14609515735425485,0.0467277355883332,0.08773070281946829,2000
2001-03-31,10472.879,496.716,1505.2479999999998,0.7802330000000001,926.811,0.3299894768171093,0.04742879202557386,0.1437281954656403,0.04742879202557386,0.08849629600418375,2001
2001-06-30,10597.822,511.00800000000004,1473.585,0.7621389999999999,919.4789999999999,0.3467787742139069,0.048218209364150486,0.1390460228526201,0.048218209364150486,0.08676112884326609,2001
2001-09-30,10596.294,522.446,1452.58,0.748378,923.888,0.35966762587946965,0.049304596493830774,0.13708377664870378,0.049304596493830774,0.08718972878630964,2001
2001-12-31,10660.294,522.064,1408.856,0.737034,995.882,0.37055880799741064,0.04897275816220453,0.1321592068661521,0.04897275816220453,0.09341974996186785,2001
2002-03-31,10788.952,538.339,1374.027,0.7440000000000001,976.2489999999999,0.3917965221935232,0.04989724673907161,0.12735500167208086,0.04989724673907161,0.09048598974209913,2002
2002-06-30,10893.207,554.846,1357.267,0.755239,977.3969999999999,0.40879650061483847,0.0509350460337346,0.12459755882725812,0.0509350460337346,0.0897253673780366,2002
2002-09-30,10992.051000000001,558.88,1348.884,0.753866,1001.72,0.4143276960806118,0.05084401446099549,0.12271449613907358,0.05084401446099549,0.09113130934345191,2002
2002-12-31,11071.463,578.313,1331.215,0.752121,986.105,0.4344249426275996,0.05223456014801296,0.12023840029091006,0.05223456014801296,0.08906727141661405,2002
2003-03-31,11183.507,601.444,1332.6960000000001,0.7580020000000001,974.533,0.45129872078853683,0.053779552335416786,0.11916619715085797,0.053779552335416786,0.08714019672004497,2003
2003-06-30,11312.875,612.0319999999999,1366.842,0.7549250000000001,1007.819,0.4477708469596339,0.054100482856921865,0.12082180701192227,0.054100482856921865,0.08908601924798072,2003
2003-09-30,11567.326000000001,651.745,1392.121,0.762212,1041.776,0.4681669193985293,0.05634361822256933,0.12034942215685804,0.05634361822256933,0.09006195554616513,2003
2003-12-31,11769.275,683.107,1411.859,0.7690309999999999,1047.0739999999998,0.4838351421777954,0.0580415531118102,0.11996142498157278,0.0580415531118102,0.08896673754330661,2003
2004-03-31,11920.169,706.197,1401.83,0.7722169999999999,1064.229,0.503767931917565,0.059243874814190974,0.11760152058246824,0.059243874814190974,0.08927969058156811,2004
2004-06-30,12108.987,743.16,1445.457,0.775744,1065.972,0.5141349759972105,0.061372598715317805,0.1193705964008385,0.061372598715317805,0.08803147612595505,2004
2004-09-30,12303.34,763.6110000000001,1490.495,0.782864,1085.046,0.5123204036242994,0.06206534160642558,0.1211455588482477,0.06206534160642558,0.0881911741039425,2004
2004-12-31,12522.425,786.299,1531.693,0.796835,1107.05,0.5133528716263638,0.06279127245721176,0.12231600508687415,0.06279127245721176,0.08840540071112424,2004
2005-03-31,12761.337,815.285,1568.306,0.802733,1109.964,0.5198507179083673,0.06388711464950733,0.12289511671073337,0.06388711464950733,0.08697866062153205,2005
2005-06-30,12910.021999999999,843.801,1603.838,0.805403,1137.9180000000001,0.5261136099780651,0.06536015198115078,0.12423201137844692,0.06536015198115078,0.08814222005198753,2005
2005-09-30,13142.873,875.5930000000001,1643.13,0.786901,1151.8139999999999,0.532881147565926,0.06662112614190216,0.1250206100294814,0.06662112614190216,0.0876379160020796,2005
2005-12-31,13332.316,890.206,1668.6689999999999,0.806666,1114.745,0.5334826739155579,0.06677054459255241,0.1251597246869936,0.06677054459255241,0.08361225461502711,2005
2006-03-31,13603.933,896.2180000000001,1735.308,0.80608,1154.128,0.5164604784856637,0.06587933063181067,0.12755928745018075,0.06587933063181067,0.08483781859260847,2006
2006-06-30,13749.806,859.3389999999999,1774.4,0.807934,1149.249,0.4842983543733092,0.06249826361186477,0.12904909349266455,0.06249826361186477,0.08358292473362897,2006
2006-09-30,13867.469,814.7180000000001,1815.9470000000001,0.804511,1160.532,0.4486463536656081,0.058750302596674284,0.1309501394955345,0.058750302596674284,0.0836873693389904,2006
2006-12-31,14037.228000000001,782.3810000000001,1849.549,0.8061050000000001,1169.422,0.42301177205902635,0.05573614676629888,0.13176027346709762,0.05573614676629888,0.08330861335300672,2006
2007-03-31,14208.569,750.8889999999999,1892.0339999999999,0.8061109999999999,1179.022,0.3968686609225838,0.05284761611109465,0.13316147460029226,0.05284761611109465,0.08297964418513926,2007
2007-06-30,14382.363000000001,719.2739999999999,1937.7179999999998,0.807637,1185.692,0.37119642796320207,0.050010836188740325,0.13472876466822592,0.050010836188740325,0.0824406948983279,2007
2007-09-30,14535.003,673.671,1967.3770000000002,0.8098399999999999,1191.859,0.34242089848564866,0.046348184448259146,0.13535442682743168,0.046348184448259146,0.08199922628154943,2007
2007-12-31,14681.501,618.156,1997.1229999999998,0.8112600000000001,1195.599,0.3095232491939655,0.042104414255735835,0.13602989231141965,0.042104414255735835,0.08143574693078044,2007
2008-03-31,14651.038999999999,566.675,2013.6989999999998,0.805897,1153.509,0.2814099823260577,0.03867814425993952,0.1374441089126853,0.03867814425993952,0.07873223189154026,2008
2008-06-30,14805.611,538.808,2024.039,0.7946110000000001,1137.729,0.26620435673423287,0.03639214889544241,0.1367075630988819,0.03639214889544241,0.07684444768946043,2008
2008-09-30,14835.187,507.06,2007.007,0.7436799999999999,1095.819,0.2526448587374135,0.03417954893322207,0.13528693638981432,0.03417954893322207,0.07386620741619232,2008
2008-12-31,14559.543,451.39099999999996,1918.7379999999998,0.717426,1007.9860000000001,0.23525410973254296,0.031003102226491584,0.13178559244613652,0.031003102226491584,0.06923198070159209,2008
2009-03-31,14394.546999999999,404.473,1761.401,0.682745,1004.48,0.22963141272203205,0.028099043339120017,0.12236585145749986,0.028099043339120017,0.0697819806347501,2009
2009-06-30,14352.85,374.685,1684.9660000000001,0.666872,994.7,0.22236947214365155,0.026105268291663326,0.11739591788390459,0.026105268291663326,0.06930330909888976,2009
2009-09-30,14420.312,389.385,1656.037,0.6881870000000001,1035.104,0.23513061604299904,0.027002536422235525,0.11484058042572172,0.027002536422235525,0.07178097117454879,2009
2009-12-31,14628.021,391.472,1659.3229999999999,0.6985370000000001,1014.201,0.23592272270076411,0.026761788214550688,0.11343455139967326,0.026761788214550688,0.06933275526470738,2009
2010-03-31,14721.35,379.435,1659.963,0.718411,1021.085,0.22858039606906902,0.025774470412020637,0.11275888420559255,0.025774470412020637,0.06936082628291564,2010
2010-06-30,14926.098,396.341,1715.746,0.737648,1043.901,0.23100214134259967,0.026553557399931316,0.11494939936747033,0.026553557399931316,0.06993797039252993,2010
2010-09-30,15079.917,361.23400000000004,1762.364,0.748797,1052.423,0.2049712772162845,0.023954641129656087,0.11686828249784134,0.023954641129656087,0.06978970772849745,2010
2010-12-31,15240.843,369.289,1801.85,0.75644,1078.441,0.20494991258983822,0.024230221386048002,0.1182250876805174,0.024230221386048002,0.0707599310615561,2010
2011-03-31,15285.828000000001,368.767,1805.118,0.759846,1087.927,0.20428969186501936,0.024124764455023304,0.11809095326730092,0.024124764455023304,0.07117226492408522,2011
2011-06-30,15496.188999999998,374.296,1862.009,0.75932,1082.903,0.20101728831600707,0.024154067816286963,0.12015915655133015,0.024154067816286963,0.0698818916057361,2011
2011-09-30,15591.85,381.11699999999996,1953.756,0.764131,1090.755,0.1950688827059264,0.024443347005005816,0.12530623370542945,0.024443347005005816,0.06995674022005087,2011
2011-12-31,15796.46,391.162,2008.976,0.768861,1112.4089999999999,0.19470715429153954,0.02476263669201834,0.12717887425410504,0.02476263669201834,0.07042141087306902,2011
2012-03-31,16019.758,414.10699999999997,2073.366,0.767353,1138.093,0.19972691748586596,0.025849766269877485,0.1294255506231742,0.025849766269877485,0.07104308317266715,2012
2012-06-30,16152.257,419.287,2126.1710000000003,0.770278,1133.557,0.1972028590362675,0.025958415594798917,0.13163305908270284,0.025958415594798917,0.07017948018038594,2012
2012-09-30,16257.151000000002,433.74,2125.95,0.765147,1141.673,0.20402173146122912,0.02667995148719477,0.13077014539632434,0.02667995148719477,0.0702258962840414,2012
2012-12-31,16358.863000000001,460.926,2148.6220000000003,0.7695409999999999,1163.5610000000001,0.21452167947642717,0.02817591907212622,0.13134299125801102,0.02817591907212622,0.07112725377063187,2012
2013-03-31,16569.591,485.07599999999996,2170.89,0.772816,1188.767,0.22344568356756905,0.029275073838575735,0.13101651090844668,0.029275073838575735,0.07174389518727409,2013
2013-06-30,16637.926,507.175,2180.344,0.7712399999999999,1185.454,0.2326123767625659,0.030483066218710195,0.13104662203690534,0.030483066218710195,0.07125010653371099,2013
2013-09-30,16848.748,523.058,2220.723,0.7748820000000001,1188.9460000000001,0.2355350036902396,0.031044324480370887,0.13180344319945908,0.031044324480370887,0.07056583670193181,2013
2013-12-31,17083.137,524.645,2274.02,0.7761920000000001,1194.486,0.23071257068979165,0.03071127978426913,0.13311489570094767,0.03071127978426913,0.0699219352979491,2013
2014-03-31,17104.555,532.086,2314.877,0.78487,1203.518,0.22985497717589315,0.03110785401900254,0.1353368737158026,0.03110785401900254,0.07036242685062546,2014
2014-06-30,17432.909,550.424,2383.61,0.7883580000000001,1239.425,0.2309203267313025,0.03157384691218201,0.13673047911854527,0.03157384691218201,0.07109685480489802,2014
2014-09-30,17721.657,568.419,2439.762,0.78818,1255.633,0.23298133178564137,0.03207482234872281,0.1376712121219816,0.03207482234872281,0.07085302463533744,2014
2014-12-31,17849.912,589.694,2461.978,0.7903220000000001,1269.7269999999999,0.2395204181353367,0.03303624129911677,0.13792661834971512,0.03303624129911677,0.07113351595234754,2014
2015-03-31,18003.398999999998,605.135,2464.2670000000003,0.777947,1283.823,0.24556389384754165,0.03361226399526001,0.13687787511680435,0.03361226399526001,0.0713100342885252,2015
2015-06-30,18223.577,623.298,2472.522,0.765911,1309.627,0.2520899712924698,0.034202835151408525,0.13567709566568625,0.034202835151408525,0.07186443144504506,2015
2015-09-30,18347.425,645.715,2479.159,0.765609,1318.493,0.26045727603594604,0.035193766972749584,0.13512299409862694,0.035193766972749584,0.07186256382026361,2015
2015-12-31,18378.803,661.1360000000001,2450.2729999999997,0.752731,1318.4779999999998,0.2698213627624351,0.03597274534146756,0.1333205976471917,0.03597274534146756,0.07173905721716478,2015
2016-03-31,18470.156000000003,686.377,2430.238,0.74697,1330.9620000000002,0.2824320087168417,0.037161407840843354,0.1315764739615626,0.037161407840843354,0.07206013852833729,2016
2016-06-30,18656.207,692.4169999999999,2448.6220000000003,0.749324,1339.985,0.28277823200150937,0.03711456460576364,0.13124972294743517,0.03711456460576364,0.07182515717155154,2016
2016-09-30,18821.359,698.918,2472.952,0.7493460000000001,1360.81,0.28262497614187415,0.03713430045088668,0.13139072476116098,0.03713430045088668,0.07230136782365183,2016
2016-12-31,19032.58,720.248,2490.186,0.754682,1369.132,0.289234619422003,0.03784289886079554,0.13083806819674473,0.03784289886079554,0.07193622724822384,2016
2017-03-31,19237.435,745.988,2532.4629999999997,0.7569899999999999,1383.1729999999998,0.29457014771785417,0.03877793479224231,0.1316424460953344,0.03877793479224231,0.07190007399635137,2017
2017-06-30,19379.232,753.293,2555.945,0.765694,1394.003,0.29472191303020995,0.0388711482477737,0.13189093355195913,0.0388711482477737,0.07193282994909189,2017
2017-09-30,19617.288,758.539,2575.242,0.761375,1412.984,0.29455057039299604,0.038666863635789,0.1312741088370625,0.038666863635789,0.07202748922277126,2017
2017-12-31,19937.963,783.569,2634.243,0.778571,1452.5529999999999,0.29745509430982636,0.0393003538024421,0.13212197254052482,0.0393003538024421,0.07285363103542723,2017
2018-03-31,20242.215,794.2819999999999,2716.184,0.7818559999999999,1461.76,0.2924256972281701,0.03923888764149575,0.1341841295530158,0.03923888764149575,0.07221344106857872,2018
2018-06-30,20552.653000000002,804.279,2765.9359999999997,0.785531,1482.5539999999999,0.29078004697144116,0.039132612222859985,0.1345780517970113,0.039132612222859985,0.0721344344207047,2018
2018-09-30,20742.723,800.7239999999999,2792.6209999999996,0.792538,1488.739,0.2867284891147062,0.03860264633529551,0.1346313596339304,0.03860264633529551,0.07177162805481228,2018
2018-12-31,20909.853,794.677,2831.866,0.794625,1493.154,0.28061956321379616,0.03800490610813955,0.13543213335837417,0.03800490610813955,0.07140911033664368,2018
2019-03-31,21115.308999999997,795.773,2878.407,0.7839860000000001,1494.454,0.27646298803470115,0.03768701656224875,0.13631848816420353,0.03768701656224875,0.0707758527237276,2019
2019-06-30,21329.877,795.265,2891.333,0.7769469999999999,1535.984,0.2750513344536931,0.037284087479735585,0.13555319611078864,0.037284087479735585,0.07201091689370735,2019
2019-09-30,21540.325,810.5189999999999,2907.961,0.774346,1552.836,0.2787241644575013,0.03762798379318789,0.13500079502050222,0.03762798379318789,0.07208972009475252,2019
2019-12-31,21747.394,826.96,2902.2709999999997,0.7698909999999999,1554.131,0.2849354867274628,0.03802570551671616,0.13345373703166455,0.03802570551671616,0.07146286125132971,2019
